ID,year,mo,month,quarter,st,state,country,product,category,unit_price,unit,amount
2239,2014,5,May,Q2,NY,New York,USA,Chair,Furniture,120,17,2040
2240,2014,1,Jan,Q1,ON,Ontario,Canada,Chair,Furniture,120,41,4920
2241,2014,12,Dec,Q4,CA,California,USA,Mattress,Furniture,800,59,47200
2242,2013,4,Apr,Q2,WA,Washington,USA,Chair,Furniture,120,9,1080
2243,2014,11,Nov,Q4,QU,Quebec,Canada,Mattress,Furniture,800,27,21600
2244,2014,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,17,2040
2245,2013,6,Jun,Q2,QU,Quebec,Canada,Mattress,Furniture,800,14,11200
2246,2014,1,Jan,Q1,CA,California,USA,Chair,Furniture,120,13,1560
2247,2014,4,Apr,Q2,WA,Washington,USA,Chair,Furniture,120,40,4800
2248,2013,1,Jan,Q1,NY,New York,USA,Mattress,Furniture,800,10,8000
2249,2014,6,Jun,Q2,QU,Quebec,Canada,Printer,Electronic,200,25,5000
2250,2013,8,Aug,Q3,WA,Washington,USA,Chair,Furniture,120,1,120
2251,2013,10,Oct,Q4,WA,Washington,USA,Tablet,Electronic,500,21,10500
2252,2013,12,Dec,Q4,CA,California,USA,Chair,Furniture,120,59,7080
2253,2013,4,Apr,Q2,QU,Quebec,Canada,Chair,Furniture,120,33,3960
2254,2014,7,Jul,Q3,NY,New York,USA,Tablet,Electronic,500,53,26500
2255,2014,6,Jun,Q2,NY,New York,USA,Chair,Furniture,120,10,1200
2256,2013,5,May,Q2,QU,Quebec,Canada,Mattress,Furniture,800,41,32800
2257,2013,1,Jan,Q1,NY,New York,USA,Tablet,Electronic,500,46,23000
2258,2014,3,Mar,Q1,CA,California,USA,Mattress,Furniture,800,47,37600
2259,2013,6,Jun,Q2,NY,New York,USA,Laptop,Electronic,1000,50,50000
2260,2014,11,Nov,Q4,QU,Quebec,Canada,Chair,Furniture,120,17,2040
2261,2014,11,Nov,Q4,CA,California,USA,Chair,Furniture,120,28,3360
2262,2014,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,43,5160
2263,2014,9,Sep,Q3,NY,New York,USA,Laptop,Electronic,1000,1,1000
2264,2014,5,May,Q2,ON,Ontario,Canada,Tablet,Electronic,500,15,7500
2265,2013,3,Mar,Q1,CA,California,USA,Printer,Electronic,200,64,12800
2266,2014,3,Mar,Q1,QU,Quebec,Canada,Tablet,Electronic,500,32,16000
2267,2013,2,Feb,Q1,NY,New York,USA,Chair,Furniture,120,20,2400
2268,2014,5,May,Q2,WA,Washington,USA,Tablet,Electronic,500,52,26000
2269,2014,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,29,3480
2270,2014,4,Apr,Q2,QU,Quebec,Canada,Laptop,Electronic,1000,0,0
2271,2014,5,May,Q2,CA,California,USA,Tablet,Electronic,500,29,14500
2272,2013,2,Feb,Q1,CA,California,USA,Tablet,Electronic,500,13,6500
2273,2014,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,36,4320
2274,2014,9,Sep,Q3,WA,Washington,USA,Laptop,Electronic,1000,7,7000
2275,2013,12,Dec,Q4,WA,Washington,USA,Laptop,Electronic,1000,12,12000
2276,2014,11,Nov,Q4,CA,California,USA,Tablet,Electronic,500,48,24000
2277,2013,8,Aug,Q3,NY,New York,USA,Chair,Furniture,120,10,1200
2278,2013,8,Aug,Q3,CA,California,USA,Tablet,Electronic,500,62,31000
2279,2014,8,Aug,Q3,NY,New York,USA,Chair,Furniture,120,40,4800
2280,2013,10,Oct,Q4,WA,Washington,USA,Mattress,Furniture,800,9,7200
2281,2014,2,Feb,Q1,CA,California,USA,Chair,Furniture,120,60,7200
2282,2014,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,33,3960
2283,2013,8,Aug,Q3,NY,New York,USA,Tablet,Electronic,500,0,0
2284,2013,10,Oct,Q4,NY,New York,USA,Tablet,Electronic,500,4,2000
2285,2013,6,Jun,Q2,CA,California,USA,Mattress,Furniture,800,33,26400
2286,2014,11,Nov,Q4,NY,New York,USA,Printer,Electronic,200,52,10400
2287,2014,8,Aug,Q3,CA,California,USA,Chair,Furniture,120,5,600
2288,2014,7,Jul,Q3,WA,Washington,USA,Laptop,Electronic,1000,63,63000
2289,2014,11,Nov,Q4,CA,California,USA,Chair,Furniture,120,24,2880
2290,2014,10,Oct,Q4,CA,California,USA,Laptop,Electronic,1000,36,36000
2291,2014,1,Jan,Q1,CA,California,USA,Printer,Electronic,200,60,12000
2292,2014,6,Jun,Q2,NY,New York,USA,Mattress,Furniture,800,31,24800
2293,2013,7,Jul,Q3,QU,Quebec,Canada,Mattress,Furniture,800,40,32000
2294,2014,12,Dec,Q4,NY,New York,USA,Tablet,Electronic,500,18,9000
2295,2013,2,Feb,Q1,ON,Ontario,Canada,Mattress,Furniture,800,60,48000
2296,2013,12,Dec,Q4,NY,New York,USA,Tablet,Electronic,500,66,33000
2297,2014,7,Jul,Q3,WA,Washington,USA,Chair,Furniture,120,14,1680
2298,2013,8,Aug,Q3,NY,New York,USA,Chair,Furniture,120,15,1800
2299,2013,8,Aug,Q3,CA,California,USA,Tablet,Electronic,500,65,32500
2300,2014,11,Nov,Q4,NY,New York,USA,Laptop,Electronic,1000,18,18000
2301,2013,9,Sep,Q3,QU,Quebec,Canada,Laptop,Electronic,1000,5,5000
2302,2013,9,Sep,Q3,NY,New York,USA,Tablet,Electronic,500,55,27500
2303,2014,8,Aug,Q3,QU,Quebec,Canada,Mattress,Furniture,800,54,43200
2304,2014,8,Aug,Q3,CA,California,USA,Tablet,Electronic,500,52,26000
2305,2013,12,Dec,Q4,CA,California,USA,Chair,Furniture,120,10,1200
2306,2014,8,Aug,Q3,CA,California,USA,Tablet,Electronic,500,65,32500
2307,2014,11,Nov,Q4,NY,New York,USA,Tablet,Electronic,500,35,17500
2308,2013,3,Mar,Q1,WA,Washington,USA,Mattress,Furniture,800,20,16000
2309,2014,2,Feb,Q1,WA,Washington,USA,Tablet,Electronic,500,64,32000
2310,2013,7,Jul,Q3,CA,California,USA,Chair,Furniture,120,58,6960
2311,2013,1,Jan,Q1,QU,Quebec,Canada,Laptop,Electronic,1000,18,18000
2312,2013,11,Nov,Q4,QU,Quebec,Canada,Tablet,Electronic,500,58,29000
2313,2013,5,May,Q2,CA,California,USA,Tablet,Electronic,500,7,3500
2314,2013,1,Jan,Q1,NY,New York,USA,Printer,Electronic,200,42,8400
2315,2014,6,Jun,Q2,NY,New York,USA,Printer,Electronic,200,22,4400
2316,2014,1,Jan,Q1,NY,New York,USA,Laptop,Electronic,1000,40,40000
2317,2014,4,Apr,Q2,ON,Ontario,Canada,Chair,Furniture,120,18,2160
2318,2014,4,Apr,Q2,WA,Washington,USA,Printer,Electronic,200,5,1000
2319,2014,8,Aug,Q3,NY,New York,USA,Printer,Electronic,200,16,3200
2320,2013,12,Dec,Q4,QU,Quebec,Canada,Chair,Furniture,120,14,1680
2321,2014,12,Dec,Q4,CA,California,USA,Tablet,Electronic,500,18,9000
2322,2014,7,Jul,Q3,ON,Ontario,Canada,Tablet,Electronic,500,52,26000
2323,2013,12,Dec,Q4,CA,California,USA,Chair,Furniture,120,43,5160
2324,2013,2,Feb,Q1,ON,Ontario,Canada,Tablet,Electronic,500,15,7500
2325,2013,9,Sep,Q3,CA,California,USA,Tablet,Electronic,500,4,2000
2326,2013,8,Aug,Q3,QU,Quebec,Canada,Laptop,Electronic,1000,29,29000
2327,2014,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,26,3120
2328,2014,5,May,Q2,ON,Ontario,Canada,Tablet,Electronic,500,32,16000
2329,2014,8,Aug,Q3,QU,Quebec,Canada,Laptop,Electronic,1000,7,7000
2330,2013,4,Apr,Q2,QU,Quebec,Canada,Chair,Furniture,120,20,2400
2331,2014,6,Jun,Q2,WA,Washington,USA,Mattress,Furniture,800,16,12800
2332,2014,12,Dec,Q4,CA,California,USA,Laptop,Electronic,1000,47,47000
2333,2013,7,Jul,Q3,CA,California,USA,Laptop,Electronic,1000,61,61000
2334,2014,10,Oct,Q4,QU,Quebec,Canada,Chair,Furniture,120,33,3960
2335,2013,3,Mar,Q1,WA,Washington,USA,Tablet,Electronic,500,23,11500
2336,2013,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,55,6600
2337,2014,4,Apr,Q2,NY,New York,USA,Mattress,Furniture,800,0,0
2338,2014,8,Aug,Q3,NY,New York,USA,Tablet,Electronic,500,60,30000
2339,2014,4,Apr,Q2,NY,New York,USA,Mattress,Furniture,800,14,11200
2340,2013,3,Mar,Q1,WA,Washington,USA,Printer,Electronic,200,14,2800
2341,2013,4,Apr,Q2,WA,Washington,USA,Chair,Furniture,120,43,5160
2342,2013,7,Jul,Q3,CA,California,USA,Chair,Furniture,120,32,3840
2343,2013,6,Jun,Q2,CA,California,USA,Laptop,Electronic,1000,57,57000
2344,2014,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,27,3240
2345,2013,8,Aug,Q3,NY,New York,USA,Chair,Furniture,120,6,720
2346,2014,12,Dec,Q4,QU,Quebec,Canada,Tablet,Electronic,500,14,7000
2347,2014,11,Nov,Q4,QU,Quebec,Canada,Chair,Furniture,120,38,4560
2348,2013,12,Dec,Q4,NY,New York,USA,Tablet,Electronic,500,55,27500
2349,2014,12,Dec,Q4,CA,California,USA,Laptop,Electronic,1000,59,59000
2350,2013,2,Feb,Q1,CA,California,USA,Chair,Furniture,120,13,1560
2351,2014,11,Nov,Q4,NY,New York,USA,Chair,Furniture,120,54,6480
2352,2014,2,Feb,Q1,ON,Ontario,Canada,Laptop,Electronic,1000,2,2000
2353,2013,2,Feb,Q1,ON,Ontario,Canada,Tablet,Electronic,500,34,17000
2354,2013,4,Apr,Q2,CA,California,USA,Tablet,Electronic,500,32,16000
2355,2014,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,65,7800
2356,2013,10,Oct,Q4,CA,California,USA,Mattress,Furniture,800,18,14400
2357,2013,3,Mar,Q1,NY,New York,USA,Laptop,Electronic,1000,28,28000
2358,2014,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,16,1920
2359,2014,6,Jun,Q2,WA,Washington,USA,Tablet,Electronic,500,25,12500
2360,2014,5,May,Q2,CA,California,USA,Tablet,Electronic,500,21,10500
2361,2014,8,Aug,Q3,NY,New York,USA,Mattress,Furniture,800,23,18400
2362,2013,5,May,Q2,NY,New York,USA,Tablet,Electronic,500,21,10500
2363,2013,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,42,5040
2364,2013,2,Feb,Q1,QU,Quebec,Canada,Tablet,Electronic,500,44,22000
2365,2013,8,Aug,Q3,NY,New York,USA,Chair,Furniture,120,5,600
2366,2013,10,Oct,Q4,NY,New York,USA,Tablet,Electronic,500,32,16000
2367,2013,7,Jul,Q3,NY,New York,USA,Laptop,Electronic,1000,59,59000
2368,2014,10,Oct,Q4,WA,Washington,USA,Chair,Furniture,120,27,3240
2369,2014,10,Oct,Q4,QU,Quebec,Canada,Mattress,Furniture,800,56,44800
2370,2013,12,Dec,Q4,WA,Washington,USA,Chair,Furniture,120,27,3240
2371,2014,12,Dec,Q4,ON,Ontario,Canada,Printer,Electronic,200,42,8400
2372,2013,7,Jul,Q3,QU,Quebec,Canada,Tablet,Electronic,500,34,17000
2373,2014,10,Oct,Q4,QU,Quebec,Canada,Chair,Furniture,120,16,1920
2374,2014,11,Nov,Q4,WA,Washington,USA,Chair,Furniture,120,39,4680
2375,2013,8,Aug,Q3,WA,Washington,USA,Laptop,Electronic,1000,60,60000
2376,2013,10,Oct,Q4,ON,Ontario,Canada,Chair,Furniture,120,11,1320
2377,2014,12,Dec,Q4,WA,Washington,USA,Chair,Furniture,120,55,6600
2378,2014,6,Jun,Q2,WA,Washington,USA,Tablet,Electronic,500,23,11500
2379,2014,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,1,120
2380,2013,6,Jun,Q2,QU,Quebec,Canada,Tablet,Electronic,500,48,24000
2381,2013,6,Jun,Q2,CA,California,USA,Printer,Electronic,200,45,9000
2382,2013,2,Feb,Q1,CA,California,USA,Tablet,Electronic,500,52,26000
2383,2013,11,Nov,Q4,QU,Quebec,Canada,Tablet,Electronic,500,16,8000
2384,2014,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,62,7440
2385,2013,5,May,Q2,ON,Ontario,Canada,Laptop,Electronic,1000,27,27000
2386,2014,3,Mar,Q1,ON,Ontario,Canada,Chair,Furniture,120,51,6120
2387,2014,5,May,Q2,QU,Quebec,Canada,Mattress,Furniture,800,3,2400
2388,2014,3,Mar,Q1,NY,New York,USA,Tablet,Electronic,500,25,12500
2389,2014,8,Aug,Q3,NY,New York,USA,Tablet,Electronic,500,65,32500
2390,2014,5,May,Q2,CA,California,USA,Tablet,Electronic,500,62,31000
2391,2014,4,Apr,Q2,NY,New York,USA,Chair,Furniture,120,16,1920
2392,2013,1,Jan,Q1,NY,New York,USA,Chair,Furniture,120,39,4680
2393,2013,3,Mar,Q1,CA,California,USA,Mattress,Furniture,800,8,6400
2394,2014,4,Apr,Q2,CA,California,USA,Chair,Furniture,120,49,5880
2395,2014,1,Jan,Q1,QU,Quebec,Canada,Chair,Furniture,120,40,4800
2396,2014,8,Aug,Q3,NY,New York,USA,Laptop,Electronic,1000,50,50000
2397,2013,3,Mar,Q1,QU,Quebec,Canada,Tablet,Electronic,500,5,2500
2398,2014,6,Jun,Q2,ON,Ontario,Canada,Laptop,Electronic,1000,12,12000
2399,2014,6,Jun,Q2,WA,Washington,USA,Tablet,Electronic,500,47,23500
2400,2014,12,Dec,Q4,NY,New York,USA,Laptop,Electronic,1000,43,43000
2401,2014,9,Sep,Q3,CA,California,USA,Mattress,Furniture,800,19,15200
2402,2014,5,May,Q2,ON,Ontario,Canada,Laptop,Electronic,1000,10,10000
2403,2013,10,Oct,Q4,NY,New York,USA,Chair,Furniture,120,41,4920
2404,2013,10,Oct,Q4,CA,California,USA,Tablet,Electronic,500,14,7000
2405,2013,9,Sep,Q3,NY,New York,USA,Chair,Furniture,120,13,1560
2406,2014,8,Aug,Q3,ON,Ontario,Canada,Tablet,Electronic,500,58,29000
2407,2014,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,10,1200
2408,2013,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,59,7080
2409,2013,4,Apr,Q2,NY,New York,USA,Mattress,Furniture,800,58,46400
2410,2014,6,Jun,Q2,NY,New York,USA,Tablet,Electronic,500,57,28500
2411,2014,6,Jun,Q2,CA,California,USA,Tablet,Electronic,500,59,29500
2412,2014,1,Jan,Q1,WA,Washington,USA,Tablet,Electronic,500,63,31500
2413,2014,5,May,Q2,QU,Quebec,Canada,Chair,Furniture,120,55,6600
2414,2014,10,Oct,Q4,CA,California,USA,Printer,Electronic,200,47,9400
2415,2013,6,Jun,Q2,WA,Washington,USA,Tablet,Electronic,500,27,13500
2416,2014,8,Aug,Q3,CA,California,USA,Laptop,Electronic,1000,2,2000
2417,2014,2,Feb,Q1,ON,Ontario,Canada,Mattress,Furniture,800,21,16800
2418,2013,6,Jun,Q2,WA,Washington,USA,Chair,Furniture,120,49,5880
2419,2013,12,Dec,Q4,WA,Washington,USA,Mattress,Furniture,800,30,24000
2420,2014,1,Jan,Q1,QU,Quebec,Canada,Laptop,Electronic,1000,19,19000
2421,2014,4,Apr,Q2,QU,Quebec,Canada,Chair,Furniture,120,12,1440
2422,2014,10,Oct,Q4,NY,New York,USA,Chair,Furniture,120,17,2040
2423,2013,5,May,Q2,WA,Washington,USA,Laptop,Electronic,1000,52,52000
2424,2013,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,53,6360
2425,2013,3,Mar,Q1,ON,Ontario,Canada,Tablet,Electronic,500,21,10500
2426,2014,5,May,Q2,QU,Quebec,Canada,Printer,Electronic,200,47,9400
2427,2014,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,10,1200
2428,2014,4,Apr,Q2,WA,Washington,USA,Tablet,Electronic,500,9,4500
2429,2013,6,Jun,Q2,WA,Washington,USA,Laptop,Electronic,1000,36,36000
2430,2014,10,Oct,Q4,QU,Quebec,Canada,Chair,Furniture,120,49,5880
2431,2014,12,Dec,Q4,CA,California,USA,Chair,Furniture,120,26,3120
2432,2013,11,Nov,Q4,ON,Ontario,Canada,Chair,Furniture,120,49,5880
2433,2014,7,Jul,Q3,ON,Ontario,Canada,Chair,Furniture,120,25,3000
2434,2013,4,Apr,Q2,ON,Ontario,Canada,Chair,Furniture,120,22,2640
2435,2013,12,Dec,Q4,WA,Washington,USA,Chair,Furniture,120,61,7320
2436,2014,12,Dec,Q4,ON,Ontario,Canada,Laptop,Electronic,1000,20,20000
2437,2014,5,May,Q2,NY,New York,USA,Printer,Electronic,200,11,2200
2438,2013,5,May,Q2,CA,California,USA,Tablet,Electronic,500,33,16500
2439,2013,3,Mar,Q1,NY,New York,USA,Laptop,Electronic,1000,44,44000
2440,2014,5,May,Q2,ON,Ontario,Canada,Chair,Furniture,120,65,7800
2441,2013,10,Oct,Q4,ON,Ontario,Canada,Printer,Electronic,200,12,2400
2442,2014,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,65,7800
2443,2014,1,Jan,Q1,CA,California,USA,Chair,Furniture,120,21,2520
2444,2013,1,Jan,Q1,CA,California,USA,Chair,Furniture,120,54,6480
2445,2013,11,Nov,Q4,NY,New York,USA,Chair,Furniture,120,15,1800
2446,2013,4,Apr,Q2,CA,California,USA,Chair,Furniture,120,8,960
2447,2013,6,Jun,Q2,ON,Ontario,Canada,Tablet,Electronic,500,3,1500
2448,2014,5,May,Q2,NY,New York,USA,Chair,Furniture,120,40,4800
2449,2014,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,49,5880
2450,2013,6,Jun,Q2,WA,Washington,USA,Printer,Electronic,200,22,4400
2451,2013,11,Nov,Q4,ON,Ontario,Canada,Mattress,Furniture,800,58,46400
2452,2014,11,Nov,Q4,QU,Quebec,Canada,Tablet,Electronic,500,34,17000
2453,2014,5,May,Q2,NY,New York,USA,Chair,Furniture,120,58,6960
2454,2013,7,Jul,Q3,CA,California,USA,Tablet,Electronic,500,59,29500
2455,2013,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,61,7320
2456,2013,9,Sep,Q3,NY,New York,USA,Tablet,Electronic,500,53,26500
2457,2013,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,59,7080
2458,2013,3,Mar,Q1,WA,Washington,USA,Printer,Electronic,200,66,13200
2459,2013,5,May,Q2,CA,California,USA,Chair,Furniture,120,46,5520
2460,2014,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,53,6360
2461,2013,2,Feb,Q1,WA,Washington,USA,Chair,Furniture,120,28,3360
2462,2013,2,Feb,Q1,CA,California,USA,Printer,Electronic,200,50,10000
2463,2013,6,Jun,Q2,WA,Washington,USA,Chair,Furniture,120,35,4200
2464,2014,8,Aug,Q3,ON,Ontario,Canada,Tablet,Electronic,500,17,8500
2465,2014,5,May,Q2,CA,California,USA,Chair,Furniture,120,28,3360
2466,2014,3,Mar,Q1,ON,Ontario,Canada,Chair,Furniture,120,3,360
2467,2013,8,Aug,Q3,QU,Quebec,Canada,Chair,Furniture,120,35,4200
2468,2014,1,Jan,Q1,CA,California,USA,Tablet,Electronic,500,10,5000
2469,2014,8,Aug,Q3,CA,California,USA,Mattress,Furniture,800,7,5600
2470,2013,6,Jun,Q2,NY,New York,USA,Chair,Furniture,120,40,4800
2471,2014,9,Sep,Q3,QU,Quebec,Canada,Chair,Furniture,120,46,5520
2472,2013,5,May,Q2,CA,California,USA,Mattress,Furniture,800,49,39200
2473,2013,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,13,1560
2474,2013,5,May,Q2,CA,California,USA,Mattress,Furniture,800,24,19200
2475,2014,9,Sep,Q3,ON,Ontario,Canada,Chair,Furniture,120,49,5880
2476,2013,11,Nov,Q4,NY,New York,USA,Laptop,Electronic,1000,45,45000
2477,2014,4,Apr,Q2,WA,Washington,USA,Chair,Furniture,120,27,3240
2478,2013,7,Jul,Q3,ON,Ontario,Canada,Printer,Electronic,200,35,7000
2479,2013,12,Dec,Q4,ON,Ontario,Canada,Chair,Furniture,120,19,2280
2480,2014,2,Feb,Q1,NY,New York,USA,Printer,Electronic,200,28,5600
2481,2014,5,May,Q2,ON,Ontario,Canada,Laptop,Electronic,1000,4,4000
2482,2013,3,Mar,Q1,WA,Washington,USA,Laptop,Electronic,1000,2,2000
2483,2014,5,May,Q2,WA,Washington,USA,Chair,Furniture,120,37,4440
2484,2014,9,Sep,Q3,WA,Washington,USA,Laptop,Electronic,1000,20,20000
2485,2014,7,Jul,Q3,CA,California,USA,Printer,Electronic,200,7,1400
2486,2013,1,Jan,Q1,CA,California,USA,Chair,Furniture,120,42,5040
2487,2013,7,Jul,Q3,CA,California,USA,Tablet,Electronic,500,53,26500
2488,2014,11,Nov,Q4,NY,New York,USA,Tablet,Electronic,500,39,19500
2489,2013,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,61,7320
2490,2014,6,Jun,Q2,CA,California,USA,Tablet,Electronic,500,34,17000
2491,2014,5,May,Q2,NY,New York,USA,Tablet,Electronic,500,51,25500
2492,2013,11,Nov,Q4,WA,Washington,USA,Tablet,Electronic,500,54,27000
2493,2014,10,Oct,Q4,CA,California,USA,Chair,Furniture,120,29,3480
2494,2013,3,Mar,Q1,CA,California,USA,Printer,Electronic,200,19,3800
2495,2014,6,Jun,Q2,WA,Washington,USA,Chair,Furniture,120,27,3240
2496,2013,5,May,Q2,WA,Washington,USA,Printer,Electronic,200,20,4000
2497,2014,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,50,6000
2498,2014,11,Nov,Q4,NY,New York,USA,Laptop,Electronic,1000,34,34000
2499,2014,3,Mar,Q1,CA,California,USA,Laptop,Electronic,1000,62,62000
2500,2014,11,Nov,Q4,QU,Quebec,Canada,Chair,Furniture,120,24,2880
2501,2013,6,Jun,Q2,NY,New York,USA,Tablet,Electronic,500,33,16500
2502,2014,10,Oct,Q4,NY,New York,USA,Chair,Furniture,120,7,840
2503,2014,3,Mar,Q1,WA,Washington,USA,Tablet,Electronic,500,8,4000
2504,2014,1,Jan,Q1,WA,Washington,USA,Laptop,Electronic,1000,2,2000
2505,2014,12,Dec,Q4,NY,New York,USA,Laptop,Electronic,1000,17,17000
2506,2014,7,Jul,Q3,NY,New York,USA,Chair,Furniture,120,42,5040
2507,2013,11,Nov,Q4,NY,New York,USA,Laptop,Electronic,1000,19,19000
2508,2014,2,Feb,Q1,NY,New York,USA,Tablet,Electronic,500,32,16000
2509,2013,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,3,360
2510,2013,4,Apr,Q2,CA,California,USA,Mattress,Furniture,800,64,51200
2511,2013,12,Dec,Q4,WA,Washington,USA,Printer,Electronic,200,6,1200
2512,2013,7,Jul,Q3,WA,Washington,USA,Chair,Furniture,120,54,6480
2513,2014,9,Sep,Q3,NY,New York,USA,Laptop,Electronic,1000,31,31000
2514,2013,4,Apr,Q2,NY,New York,USA,Laptop,Electronic,1000,12,12000
2515,2014,1,Jan,Q1,ON,Ontario,Canada,Tablet,Electronic,500,59,29500
2516,2014,10,Oct,Q4,QU,Quebec,Canada,Mattress,Furniture,800,50,40000
2517,2013,7,Jul,Q3,CA,California,USA,Chair,Furniture,120,38,4560
2518,2013,6,Jun,Q2,CA,California,USA,Mattress,Furniture,800,12,9600
2519,2013,6,Jun,Q2,NY,New York,USA,Tablet,Electronic,500,41,20500
2520,2014,8,Aug,Q3,NY,New York,USA,Chair,Furniture,120,5,600
2521,2013,8,Aug,Q3,CA,California,USA,Chair,Furniture,120,41,4920
2522,2013,8,Aug,Q3,QU,Quebec,Canada,Tablet,Electronic,500,5,2500
2523,2013,5,May,Q2,NY,New York,USA,Chair,Furniture,120,41,4920
2524,2013,5,May,Q2,ON,Ontario,Canada,Mattress,Furniture,800,14,11200
2525,2013,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,54,6480
2526,2013,8,Aug,Q3,CA,California,USA,Mattress,Furniture,800,5,4000
2527,2014,12,Dec,Q4,CA,California,USA,Chair,Furniture,120,60,7200
2528,2014,5,May,Q2,CA,California,USA,Chair,Furniture,120,34,4080
2529,2014,1,Jan,Q1,NY,New York,USA,Chair,Furniture,120,39,4680
2530,2014,5,May,Q2,ON,Ontario,Canada,Chair,Furniture,120,47,5640
2531,2013,7,Jul,Q3,ON,Ontario,Canada,Mattress,Furniture,800,60,48000
2532,2013,12,Dec,Q4,CA,California,USA,Mattress,Furniture,800,63,50400
2533,2014,7,Jul,Q3,CA,California,USA,Tablet,Electronic,500,2,1000
2534,2014,5,May,Q2,CA,California,USA,Laptop,Electronic,1000,47,47000
2535,2013,12,Dec,Q4,CA,California,USA,Chair,Furniture,120,62,7440
2536,2014,4,Apr,Q2,CA,California,USA,Chair,Furniture,120,7,840
2537,2013,2,Feb,Q1,ON,Ontario,Canada,Tablet,Electronic,500,20,10000
2538,2014,9,Sep,Q3,NY,New York,USA,Tablet,Electronic,500,62,31000
2539,2014,10,Oct,Q4,ON,Ontario,Canada,Mattress,Furniture,800,40,32000
2540,2014,3,Mar,Q1,CA,California,USA,Chair,Furniture,120,47,5640
2541,2014,6,Jun,Q2,QU,Quebec,Canada,Laptop,Electronic,1000,33,33000
2542,2013,12,Dec,Q4,NY,New York,USA,Chair,Furniture,120,59,7080
2543,2013,1,Jan,Q1,CA,California,USA,Laptop,Electronic,1000,1,1000
2544,2014,9,Sep,Q3,CA,California,USA,Chair,Furniture,120,59,7080
2545,2013,2,Feb,Q1,NY,New York,USA,Chair,Furniture,120,6,720
2546,2013,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,19,2280
2547,2013,3,Mar,Q1,NY,New York,USA,Chair,Furniture,120,43,5160
2548,2014,12,Dec,Q4,ON,Ontario,Canada,Mattress,Furniture,800,0,0
2549,2014,5,May,Q2,WA,Washington,USA,Mattress,Furniture,800,50,40000
2550,2013,4,Apr,Q2,CA,California,USA,Tablet,Electronic,500,10,5000
2551,2014,2,Feb,Q1,NY,New York,USA,Chair,Furniture,120,44,5280
2552,2013,1,Jan,Q1,CA,California,USA,Tablet,Electronic,500,11,5500
2553,2014,1,Jan,Q1,ON,Ontario,Canada,Tablet,Electronic,500,65,32500
2554,2014,9,Sep,Q3,WA,Washington,USA,Laptop,Electronic,1000,40,40000
2555,2014,4,Apr,Q2,CA,California,USA,Laptop,Electronic,1000,0,0
2556,2013,9,Sep,Q3,WA,Washington,USA,Chair,Furniture,120,32,3840
2557,2014,5,May,Q2,ON,Ontario,Canada,Laptop,Electronic,1000,38,38000
2558,2013,11,Nov,Q4,NY,New York,USA,Printer,Electronic,200,24,4800
2559,2013,12,Dec,Q4,QU,Quebec,Canada,Tablet,Electronic,500,9,4500
2560,2013,5,May,Q2,CA,California,USA,Chair,Furniture,120,23,2760
2561,2014,11,Nov,Q4,QU,Quebec,Canada,Chair,Furniture,120,61,7320
2562,2013,4,Apr,Q2,WA,Washington,USA,Tablet,Electronic,500,33,16500
2563,2013,9,Sep,Q3,NY,New York,USA,Tablet,Electronic,500,16,8000
2564,2013,10,Oct,Q4,WA,Washington,USA,Chair,Furniture,120,54,6480
2565,2014,4,Apr,Q2,WA,Washington,USA,Chair,Furniture,120,16,1920
2566,2014,3,Mar,Q1,ON,Ontario,Canada,Printer,Electronic,200,52,10400
2567,2014,8,Aug,Q3,CA,California,USA,Laptop,Electronic,1000,63,63000
2568,2013,11,Nov,Q4,CA,California,USA,Tablet,Electronic,500,30,15000
2569,2014,3,Mar,Q1,CA,California,USA,Printer,Electronic,200,57,11400
2570,2014,9,Sep,Q3,NY,New York,USA,Laptop,Electronic,1000,38,38000
